LandmarkID,Name,Functn,Structure,EditBy,EditDate,Latitude,Longitude
7003148,Conrad Street Mini-Park,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,6/2/2009 13:19,37.5527247,-77.41573479
7002754,Broad Rock Community Center,"5300: Amusement, sports, or recreation establishment",3800: Other community structures,waldrosr,6/1/2009 16:25,37.47713053,-77.47844177
7002753,Chimborazo Community Center,"5300: Amusement, sports, or recreation establishment",3800: Other community structures,waldrosr,6/1/2009 16:20,37.52983389,-77.41312292
7000986,Chimborazo Roundhouse,"5000: Arts, entertainment, and recreation","6970: Outdoor stage, bandstand, or similar structure",waldrosr,6/1/2009 15:53,37.52462942,-77.41025824
7000105,Chelsea Village Park,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,6/1/2009 15:43,37.55178679,-77.41899509
7002752,"Christian, James, Jr. Place","5000: Arts, entertainment, and recreation","6950: Fountain, sculpture, etc",waldrosr,6/1/2009 15:38,37.5329404,-77.40485716
7000104,Chandler Playground,"5300: Amusement, sports, or recreation establishment",6980: Other installed recreational or athletic equipment,waldrosr,6/1/2009 15:23,37.56961847,-77.42977065
7002751,Carrington Street Triangle,"5000: Arts, entertainment, and recreation","6950: Fountain, sculpture, etc",waldrosr,6/1/2009 13:51,37.53949769,-77.41396021
7002750,Cannonball Triangle Park,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,6/1/2009 13:35,37.52424679,-77.4181945
7000695,Cannon Creek Nature Area,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,6/1/2009 13:22,37.56047428,-77.4292103
7000121,MAYO ISLAND,,,georgeae,9/6/2007 8:31,37.52934397,-77.43322917
7000379,Calhoun Community Center and Playground,"5300: Amusement, sports, or recreation establishment",3800: Other community structures,waldrosr,6/1/2009 13:02,37.55390566,-77.44043758
7002749,Byrd Park Court Area,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,6/1/2009 12:52,37.54356896,-77.47097808
7000207,Brown's Island Park,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,6/1/2009 12:23,37.53471026,-77.4432207
7002748,Briel Street Playground,5500: Natural and other recreational parks,9100: Not applicable to this dimension,waldrosr,6/1/2009 11:58,37.53217988,-77.39709127
7002348,Good Shepherd Episcopal School,6120: Grade schools,4210: Grade school,waldrosr,5/29/2009 11:31,37.51889136,-77.47895855
7001417,Stony Point School,6120: Grade schools,4210: Grade school,waldrosr,5/29/2009 11:24,37.5461549,-77.56848652
7001948,Fourth Precinct,6420: Police,4520: Police station,waldrosr,5/29/2009 10:28,37.5632493,-77.44335808
7001947,Can Can Brasserie,2510: Full-service restaurant,2220: Restaurant building,rosewl,3/16/2009 15:59,37.55338615,-77.48101501
7001650,Beaufont Oaks,5500: Natural and other recreational parks,9000: No structure,rosewl,11/25/2008 15:26,37.5085668,-77.52430094
7001649,Covington Road Properties,5500: Natural and other recreational parks,9000: No structure,rosewl,11/25/2008 15:12,37.50970662,-77.49324689
7001648,Glenway Drive Open Space,5500: Natural and other recreational parks,9000: No structure,rosewl,11/25/2008 14:57,37.51801785,-77.50823019
7001473,Devils Kitchen,,,georgeae,9/6/2007 8:31,37.53080028,-77.43866116
7000409,James River - Huguenot Woods Flatwater,5500: Natural and other recreational parks,9100: Not applicable to this dimension,rosewl,11/25/2008 14:49,37.55857032,-77.54189707
7000320,Petronius S Jones Park,"5300: Amusement, sports, or recreation establishment",6980: Other installed recreational or athletic equipment,rosewl,11/25/2008 13:51,37.54501406,-77.46432058
7000537,Henderson Sports Complex,"5370: Fitness, recreational sports, gym, or athletic club",6980: Other installed recreational or athletic equipment,rosewl,11/25/2008 13:25,37.59685574,-77.44365695
7000098,Chimborazo Medical Museum,5210: Museum,"4400: Museum, exhibition, or similar facility",rosewl,11/25/2008 12:12,37.52681996,-77.41219397
7001647,Three Chopt Property ,5500: Natural and other recreational parks,9000: No structure,rosewl,11/25/2008 12:06,37.57362766,-77.5242988
7000298,Byrd Park,5500: Natural and other recreational parks,9100: Not applicable to this dimension,rosewl,11/25/2008 10:42,37.54509712,-77.4767581
7000832,VCU Police Communications Center,6420: Police,2000: Commercial buildings and other specialized structures,parkerca,4/17/2008 8:41,37.55084152,-77.45263931
7000820,West Broad Street Parking Deck,"4130: Road, ground passenger, and transit transportation",5200: Automobile parking facilities,parkerca,4/17/2008 8:38,37.55111226,-77.45179151
7001607,Sitter-Barfoot VeteranΓÇÖs Care Center,6567: Veterans affairs,2100: Office or bank building,rosewl,3/25/2008 9:02,37.49340356,-77.46807051
7000148,Richmond Fire Station 22,6410: Fire and rescue,4510: Fire and rescue station,rosewl,10/22/2007 14:46,37.48367571,-77.47867121
7000157,Richmond Fire Station 21,6410: Fire and rescue,4510: Fire and rescue station,rosewl,10/22/2007 14:46,37.48786001,-77.44486357
7000698,Richmond Fire Station 24,6410: Fire and rescue,4510: Fire and rescue station,rosewl,10/22/2007 14:46,37.53721679,-77.53311127
7000818,VCU West Grace Street Hall,1320: Rooming and boarding,1320: Dormitories,rosewl,10/22/2007 14:42,37.54853618,-77.44959388
7000826,VCU Welcome Center,6130: Colleges and Universities,5200: Automobile parking facilities,rosewl,10/22/2007 14:42,37.55123721,-77.45180584
7000764,VCU Medical Center - MCV North Hospital,,4110: Hospital building,rosewl,10/22/2007 14:41,37.5394688,-77.42880162
7000486,Saint Paul Catholic Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",rosewl,10/9/2007 17:10,37.57495213,-77.44506367
7000700,Saint Peter's Catholic Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",rosewl,9/28/2007 12:40,37.54049823,-77.43526321
7000760,White House of the Confederacy,5200: Museums and other special purpose recreational institutions,3600: Capitol buildings,rosewl,9/24/2007 16:16,37.54074634,-77.42956599
7000780,VCU Medical Center - Robert Blackwell Smith Building,,4220: College or university facility,rosewl,9/24/2007 16:15,37.54093985,-77.42991836
7000171,Valentine Richmond History Center,5200: Museums and other special purpose recreational institutions,"4400: Museum, exhibition, or similar facility",rosewl,9/24/2007 16:15,37.54148345,-77.43109373
7000299,Marshall Plaza Building,6500: Health and human services,2100: Office or bank building,rosewl,9/24/2007 16:14,37.5417893,-77.43234532
7000312,Richmond Police Memorial,"5000: Arts, entertainment, and recreation","6950: Fountain, sculpture, etc",rosewl,9/24/2007 16:09,37.54342857,-77.43457789
7000307,Federal Office Building,6200: Public administration,2100: Office or bank building,rosewl,9/24/2007 16:07,37.54285029,-77.43387427
7001644,Hospital Hospitality House,"1300: Hotels, motels, or other accommodation services","1330: Hotels, motels, and tourist courts",rosewl,9/24/2007 16:04,37.54295391,-77.43488902
7000313,Nina Friedman Abady Park,"5000: Arts, entertainment, and recreation",9100: Not applicable to this dimension,rosewl,9/24/2007 15:58,37.54401785,-77.43519773
7001643,Richmond Light Infantry Blues Memorial,"5000: Arts, entertainment, and recreation","6950: Fountain, sculpture, etc",rosewl,9/24/2007 15:56,37.54398392,-77.43506047
7000170,Decatur Davis House,5200: Museums and other special purpose recreational institutions,,rosewl,9/24/2007 15:34,37.54176325,-77.4313006
7000719,John Marshall House,5200: Museums and other special purpose recreational institutions,1000: Residential buildings,rosewl,9/24/2007 15:34,37.54191492,-77.43309491
7000302,John Marshall Courts Building,6220: Judicial functions,2100: Office or bank building,rosewl,9/24/2007 15:34,37.54262904,-77.43296433
7000311,Blues Armory,2100: Retail sales or service,7500: Armory building,rosewl,9/24/2007 15:33,37.54335619,-77.43527118
7000324,The Richmond Coliseum,"5000: Arts, entertainment, and recreation",3300: Sports stadium or arena,rosewl,9/24/2007 15:33,37.54463307,-77.43444983
7001472,Shad Island,,,georgeae,9/6/2007 8:31,37.52946232,-77.43768019
7000364,JEB Stuart Monument,"5000: Arts, entertainment, and recreation","6950: Fountain, sculpture, etc",rosewl,9/24/2007 15:30,37.5524417,-77.45775806
7000401,Jefferson Davis Monument,"5000: Arts, entertainment, and recreation","6950: Fountain, sculpture, etc",rosewl,9/24/2007 15:23,37.55837686,-77.46769482
7000412,Stonewall Jackson Monument,"5000: Arts, entertainment, and recreation","6950: Fountain, sculpture, etc",rosewl,9/24/2007 15:22,37.56052573,-77.47129701
7001638,Howitzer Battalion Monument,"5000: Arts, entertainment, and recreation","6950: Fountain, sculpture, etc",rosewl,9/24/2007 15:21,37.54866488,-77.45494481
7000989,Southampton Playground Restrooms,"5300: Amusement, sports, or recreation establishment",6960: Stand-alone bathroom facility,rosewl,9/24/2007 15:19,37.54364963,-77.53238058
7000988,Providence Park Playground Restrooms,"5300: Amusement, sports, or recreation establishment",6960: Stand-alone bathroom facility,rosewl,9/24/2007 15:18,37.58135671,-77.42593253
7000993,Thomas B Smith Restrooms,"5300: Amusement, sports, or recreation establishment",6960: Stand-alone bathroom facility,rosewl,9/24/2007 15:18,37.48000676,-77.43605755
7001396,Checkers House,"5300: Amusement, sports, or recreation establishment",6960: Stand-alone bathroom facility,rosewl,9/24/2007 15:18,37.54680746,-77.45078063
7000990,Byrd Park Tennis Court Restrooms,"5300: Amusement, sports, or recreation establishment",6960: Stand-alone bathroom facility,rosewl,9/24/2007 15:17,37.5479567,-77.47922707
7001642,Holly Street Playground Restrooms,"5300: Amusement, sports, or recreation establishment",6960: Stand-alone bathroom facility,rosewl,9/24/2007 15:16,37.53649965,-77.45244275
7001641,Columbus Pumping Station,"4330: Water, steam, air conditioning supply",6210: Water supply pump station,rosewl,9/24/2007 15:10,37.54627805,-77.47911584
7000306,First Unitarian Church of Richmond,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",rosewl,9/24/2007 15:07,37.54343143,-77.48244766
7000992,Maymont DPU Water Treatment Pond,4300: Utilities and utility services,6200: Water-supply-related facility,rosewl,9/24/2007 15:05,37.54552059,-77.47929385
7001576,REAL School,6125: Alternate education services,4210: Grade school,rosewl,9/21/2007 15:21,37.59632675,-77.44739101
7000230,Westover Hills Elementary School,6121: Elementary,4210: Grade school,rosewl,9/21/2007 14:32,37.52134186,-77.49251755
7000077,Westover Community Center,"5300: Amusement, sports, or recreation establishment",4210: Grade school,rosewl,9/21/2007 14:32,37.52173422,-77.49141646
7000335,Preschool Development Center,6125: Alternate education services,4210: Grade school,rosewl,9/21/2007 14:20,37.54645196,-77.39931067
7000338,John B Cary Elementary School,6121: Elementary,4210: Grade school,rosewl,9/21/2007 14:13,37.54851311,-77.48228621
7000329,JB Fisher Elementary School,6121: Elementary,4210: Grade school,rosewl,9/21/2007 14:13,37.54633072,-77.58310706
7000027,George Wythe High School,6123: Senior,4210: Grade school,rosewl,9/21/2007 14:12,37.51065874,-77.48310133
7000386,George Washington Carver Elementary School,6121: Elementary,4210: Grade school,rosewl,9/21/2007 14:11,37.55415738,-77.44822278
7000139,JL Francis Elementary School,6121: Elementary,4210: Grade school,rosewl,9/21/2007 14:06,37.47651068,-77.48924631
7000155,GH Reid Elementary School,6121: Elementary,4210: Grade school,rosewl,9/21/2007 14:03,37.4887787,-77.50899531
7000498,Richmond Technical Center,6125: Alternate education services,4230: Trade or specialty school facility,rosewl,9/21/2007 11:25,37.57923434,-77.46919296
7001639,13 Acres Exceptional Education School,6125: Alternate education services,4210: Grade school,rosewl,9/21/2007 11:16,37.5395558,-77.4574229
7001620,Virginia Tourism Bureau,"6800: Associations, nonprofit organizations, etc",6900: Other miscellaneous structures,rosewl,9/18/2007 13:46,37.53892253,-77.43525726
7000594,Bellemeade Community Center,"5300: Amusement, sports, or recreation establishment",3800: Other community structures,rosewl,9/17/2007 12:43,37.49619161,-77.44130591
7000061,Belle Isle,5500: Natural and other recreational parks,9100: Not applicable to this dimension,rosewl,9/17/2007 12:41,37.52883891,-77.45348318
7000688,Acme Place Park,5500: Natural and other recreational parks,9100: Not applicable to this dimension,rosewl,9/17/2007 12:40,37.57794197,-77.43143568
7000837,1000 W Franklin St,6130: Colleges and Universities,1000: Residential buildings,rosewl,9/17/2007 12:39,37.55034975,-77.4538747
7001579,American Cigar Company,1000: Residence or accommodation functions,2611: Loft building,rosewl,9/17/2007 12:39,37.52915302,-77.4234599
7001637,Harrison Street Park,5500: Natural and other recreational parks,,rosewl,9/17/2007 11:48,37.54865536,-77.45486782
7001636,First Regiment of Virginia Infantry Monument,"5000: Arts, entertainment, and recreation","6950: Fountain, sculpture, etc",rosewl,9/17/2007 11:42,37.55077818,-77.45847821
7000933,17th Street Farmers' Market,2000: General sales or services,3700: Covered or partially covered atriums and public enclosures,rosewl,9/17/2007 11:17,37.53393691,-77.42819667
7001634,Keck's Warehouse,2000: General sales or services,2700: Warehouse or storage facility,rosewl,9/13/2007 11:36,37.50951072,-77.44855505
7001633,Public Utilities Operations Center,4300: Utilities and utility services,2600: Industrial buildings and structures,rosewl,9/13/2007 10:07,37.51228425,-77.44839358
7001590,Richmond Times-Dispatch,"4211: Newspapers, books, periodicals, etc",2000: Commercial buildings and other specialized structures,rosewl,9/11/2007 16:22,37.54222937,-77.44026454
7001632,Media General,4200: Communications and information,2000: Commercial buildings and other specialized structures,rosewl,9/11/2007 16:20,37.54190476,-77.44054273
7001631,Virginia Municipal League,"6800: Associations, nonprofit organizations, etc",1100: Single-family buildings,rosewl,9/11/2007 16:04,37.54338924,-77.44302615
7001630,The Plummer House,9990: To be determined,1100: Single-family buildings,rosewl,9/11/2007 16:02,37.54344059,-77.44311404
7001629,The Colony Club,2500: Food services,1360: Other structurally converted buildings,rosewl,9/11/2007 15:57,37.54390104,-77.44309749
7001619,YMCA - Downtown Branch,"5370: Fitness, recreational sports, gym, or athletic club",3200: Indoor games facility,rosewl,9/11/2007 15:45,37.5442469,-77.44387156
7001937,Second Baptist Church,9990: To be determined,"3500: Churches, synagogues, temples, mosques, etc",rosewl,9/11/2007 15:34,37.54422025,-77.44442791
7001627,Trolley Square West Apartments,1000: Residence or accommodation functions,1200: Multifamily structures,rosewl,9/11/2007 15:32,37.54565368,-77.44685395
7001626,Trolley Square East Apartments,1000: Residence or accommodation functions,1200: Multifamily structures,rosewl,9/11/2007 15:26,37.54484195,-77.44471066
7001625,The Mayo Memorial Church House,6600: Religious institutions,1000: Residential buildings,rosewl,9/11/2007 15:22,37.54498543,-77.44503338
7001623,Association for the Preservation of Virginia Antiquities,"6800: Associations, nonprofit organizations, etc",1100: Single-family buildings,rosewl,9/11/2007 15:03,37.54527681,-77.44547208
7001621,Mayo-Carter House,"6800: Associations, nonprofit organizations, etc",1100: Single-family buildings,rosewl,9/11/2007 15:00,37.54504866,-77.44584316
7001622,The John Marshall Foundation,"6800: Associations, nonprofit organizations, etc",1100: Single-family buildings,rosewl,9/11/2007 14:59,37.54520075,-77.44609383
7001618,Dooley Mansion,1000: Residence or accommodation functions,1200: Multifamily structures,rosewl,9/11/2007 14:56,37.54544492,-77.4457565
7001615,The Presidential Court Club,1000: Residence or accommodation functions,1200: Multifamily structures,rosewl,9/11/2007 14:56,37.54544492,-77.4457565
7001614,Doubletree Hotel,"1300: Hotels, motels, or other accommodation services","1330: Hotels, motels, and tourist courts",rosewl,9/11/2007 14:45,37.54542573,-77.44655697
7000863,Prestwould Condominiums,1000: Residence or accommodation functions,1200: Multifamily structures,rosewl,9/11/2007 14:44,37.54762302,-77.44948388
7000247,Washington Equestrian Statue,"5000: Arts, entertainment, and recreation","6950: Fountain, sculpture, etc",rosewl,9/10/2007 11:13,37.53950536,-77.43395421
7000246,Capitol Square Bell Tower,"6800: Associations, nonprofit organizations, etc",6900: Other miscellaneous structures,rosewl,9/10/2007 11:06,37.53892253,-77.43525726
7000442,WTVR CBS 6,4231: Radio and television broadcasting,2000: Commercial buildings and other specialized structures,georgeae,9/7/2007 15:41,37.56662376,-77.47580349
7001575,YMCA of North Richmond,"5370: Fitness, recreational sports, gym, or athletic club",3200: Indoor games facility,georgeae,9/7/2007 15:32,37.59223253,-77.44689518
7000257,Yeshiva of Virginia,6100: Educational services,4210: Grade school,georgeae,9/7/2007 15:32,37.58931589,-77.5294946
7000476,Young Israel of Richmond,6120: Grade schools,4210: Grade school,georgeae,9/7/2007 15:24,37.57176291,-77.50114631
7001460,Zollinger House Sigma Phi Epsilon,"6830: Civic, social, and fraternal organizations",1000: Residential buildings,georgeae,9/7/2007 15:23,37.54962719,-77.4776754
7001457,Montrose Heights Basketball Court,"5000: Arts, entertainment, and recreation",6981: Basketball courts,georgeae,9/7/2007 15:03,37.5232066,-77.39358052
7001458,Montrose Heights Baseball Diamond,"5000: Arts, entertainment, and recreation",6980: Other installed recreational or athletic equipment,georgeae,9/7/2007 15:01,37.52283959,-77.39367959
7000200,Masonic Temple,"6830: Civic, social, and fraternal organizations",3000: Public assembly structures,georgeae,9/7/2007 14:53,37.53344703,-77.42661033
7000022,Love Center of Unity,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 14:52,37.51033751,-77.46366188
7000529,Laburnum Shopping Center,2100: Retail sales or service,2510: Neighborhood center (convenience with one or more anchors),georgeae,9/7/2007 14:52,37.5855592,-77.43434481
7000136,Korean Presbyterian Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 14:51,37.475761,-77.4824496
7001503,Intramural Sports Fields,"5370: Fitness, recreational sports, gym, or athletic club",4200: School or university buildings,georgeae,9/7/2007 14:50,37.57186305,-77.53872394
7000523,INTERSTATE BUSINESS PARK,,,georgeae,9/7/2007 14:50,37.58475977,-77.47231622
7000573,Hovey Field,5120: Sports team or club,4220: College or university facility,georgeae,9/7/2007 14:50,37.56101016,-77.44895168
7000562,Immanuel Baptist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 14:49,37.5657136,-77.48151464
7000198,Huguenot Road United Methodist,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 14:49,37.53477005,-77.59113577
7000570,Hood Temple AME Zion Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 14:34,37.54793603,-77.44100667
7000212,Holy Rosary Catholic Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 14:33,37.53539853,-77.40336098
7000461,Word for Living Ministries Church of God in Christ,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 14:30,37.57024172,-77.41926621
7000459,Highland Park Methodist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 14:30,37.57030904,-77.41764024
7000439,Hermitage Business Park,3000: Manufacturing and wholesale trade,,georgeae,9/7/2007 14:30,37.56421611,-77.45857205
7000221,Greater Brook Road Baptist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 14:30,37.51939674,-77.46244736
7000033,Grace Institutional Baptist,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 14:29,37.51376079,-77.47607038
7000519,Ginter Park Baptist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 14:29,37.58326732,-77.45145764
7000359,Hanover Avenue Christian Church,1100: Private household,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 14:14,37.55143847,-77.4614162
7000385,Glenwood Golf Course,"5300: Amusement, sports, or recreation establishment",6980: Other installed recreational or athletic equipment,georgeae,9/7/2007 14:00,37.55199108,-77.39092722
7000416,Glenfield Business Center,"2400: Business, professional, scientific, and technical services",2000: Commercial buildings and other specialized structures,georgeae,9/7/2007 14:00,37.55951517,-77.40649629
7000525,Ginter Park United Methodist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 13:56,37.58482348,-77.44854169
7001561,Gates of Faith Ministries,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 13:52,37.47670047,-77.4456139
7001940,Nolde Bakery,1100: Private household,2610: Light industrial structures and facilities,georgeae,9/7/2007 13:21,37.53157073,-77.41762965
7000438,National Guard Armory,,7500: Armory building,georgeae,9/7/2007 13:07,37.56373262,-77.42731371
7000604,Mosby Court North,1000: Residence or accommodation functions,1000: Residential buildings,georgeae,9/7/2007 13:07,37.54531235,-77.42123969
7001605,Fulton Public Housing Community,1000: Residence or accommodation functions,1000: Residential buildings,georgeae,9/7/2007 13:07,37.51988144,-77.402047
7000539,Forest Lawn Cemetery,6720: Cremation services and cemeteries,"4700: Cemetery, monument, tombstone, or mausoleum",georgeae,9/7/2007 13:01,37.59191825,-77.43489563
7001502,Football Practice Fields,"5370: Fitness, recreational sports, gym, or athletic club",4220: College or university facility,georgeae,9/7/2007 13:01,37.57170984,-77.54344794
7000482,First Union Baptist Church,6600: Religious institutions,,georgeae,9/7/2007 12:59,37.57323636,-77.41011624
7000258,First Baptist Church of Washington Park,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 12:45,37.59072493,-77.44210726
7000052,First Baptist Church of South Richmond,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 12:45,37.51841605,-77.44632507
7000450,First African Baptist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 12:37,37.56734575,-77.43560382
7000449,Garland Avenue Baptist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 12:36,37.56716574,-77.434414
7000021,Ephesus Seventh Day Adventist Church of Richmond,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 12:35,37.51007091,-77.47411834
7001442,Ephesus Junior Academy,6120: Grade schools,4210: Grade school,georgeae,9/7/2007 12:35,37.5101497,-77.47375327
7000354,Emmaus United Methodist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 12:33,37.55066908,-77.53368044
7001583,Richmond Gay Community Foundation,"6560: Social assistance, welfare, and charitable services",2600: Industrial buildings and structures,georgeae,9/7/2007 12:32,37.57000102,-77.45494799
7001584,Diversity Thrift,"6560: Social assistance, welfare, and charitable services",2200: Store or shop building,georgeae,9/7/2007 12:32,37.56949683,-77.45484107
7000469,Department of Game and Inland Fisheries,6300: Other government functions,2100: Office or bank building,georgeae,9/7/2007 12:30,37.57240646,-77.48180089
7001562,Congregation Or Ami,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 12:25,37.53518538,-77.57080984
7000378,Commonwealth Chapel,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 12:24,37.55425822,-77.46277977
7000973,Cole Digges House,"6800: Associations, nonprofit organizations, etc",1000: Residential buildings,georgeae,9/7/2007 12:23,37.54527681,-77.44547208
7001599,Export Leaf Tobacco Building,2330: Rental and leasing,2611: Loft building,georgeae,9/7/2007 10:55,37.55649937,-77.45421331
7001594,Stuart Court,1000: Residence or accommodation functions,1200: Multifamily structures,georgeae,9/7/2007 10:55,37.55296878,-77.45775865
7000365,Saint Johns United Church of Christ,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 10:54,37.55247787,-77.45715016
7001596,Laurel Hill House,1000: Residence or accommodation functions,1320: Dormitories,georgeae,9/7/2007 10:54,37.55142754,-77.45774555
7001595,Stuart Circle Hospital,1000: Residence or accommodation functions,4110: Hospital building,georgeae,9/7/2007 10:54,37.55183727,-77.45774206
7000363,First English Evangelical Lutheran Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 10:53,37.55233908,-77.45841815
7000367,Grace Covenant Presbyterian Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 10:53,37.55284601,-77.45927875
7000037,CJW Chippenham Hospital,6530: Hospital,4110: Hospital building,georgeae,9/7/2007 10:38,37.51435487,-77.52630595
7000013,Circle Shopping Center,2100: Retail sales or service,2510: Neighborhood center (convenience with one or more anchors),georgeae,9/7/2007 10:33,37.50381366,-77.47310744
7000489,Church of the Holy Comforter Episcopal,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 10:20,37.57600136,-77.49785682
7000054,Church of the Good Shepherd Episcopal,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 10:20,37.51902541,-77.47921802
7001573,Church of Jesus Christ of Latter Day Saints Monument Avenue,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 10:19,37.58248046,-77.50732612
7001574,Monument Heights Baptist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 10:19,37.58364524,-77.50918668
7000510,Weinstein Jewish Community Center,6600: Religious institutions,3200: Indoor games facility,georgeae,9/7/2007 10:19,37.58116808,-77.50743105
7001587,Church of Jesus Christ of Latter Day Saints Grace Street,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 9:41,37.54652738,-77.44539033
7000228,Church of God Prophecy ,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/7/2007 9:39,37.52020843,-77.44353385
7000046,Church of Christ Forest Hill,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/6/2007 8:55,37.51695492,-77.47832997
7001547,Westhampton Lake,5500: Natural and other recreational parks,9100: Not applicable to this dimension,georgeae,9/6/2007 8:38,37.57730946,-77.54072788
7001546,Westhampton Lake Gazebo,"5000: Arts, entertainment, and recreation","6970: Outdoor stage, bandstand, or similar structure",georgeae,9/6/2007 8:38,37.57817087,-77.54219741
7001434,Paisley Hall,6130: Colleges and Universities,1100: Single-family buildings,georgeae,9/6/2007 8:38,37.5805166,-77.4514653
7001941,Virginia Department of Alcoholic Beverage Control,6200: Public administration,2730: Warehouse structure,georgeae,9/6/2007 8:32,37.57143697,-77.46005074
7001414,Bryan Park Playground,"5300: Amusement, sports, or recreation establishment",6940: Playground equipment,georgeae,9/6/2007 8:30,37.59487289,-77.47163603
7001413,Bryan Park Soccer Fields,"5300: Amusement, sports, or recreation establishment",6980: Other installed recreational or athletic equipment,georgeae,9/6/2007 8:30,37.5928348,-77.47189774
7001412,Bryan Park Tennis Courts,"5370: Fitness, recreational sports, gym, or athletic club",6982: Tennis courts,georgeae,9/6/2007 8:30,37.59534132,-77.47247822
7000234,Ancarrows Boat Launch,"5300: Amusement, sports, or recreation establishment","5520: Pier, dock, wharf, or jetty",georgeae,9/6/2007 8:30,37.51988455,-77.41850456
7000280,Bon Secours Richmond Community Hospital,6530: Hospital,4110: Hospital building,georgeae,9/6/2007 8:29,37.54021505,-77.40666266
7000524,Christ Ascension Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/5/2007 14:15,37.58435995,-77.46413465
7001443,Chicago Avenue Baptist Church,6600: Religious institutions,"3500: Churches, synagogues, temples, mosques, etc",georgeae,9/5/2007 14:15,37.48418783,-77.47666922
7000936,C D King Hall,6130: Colleges and Universities,4220: College or university facility,georgeae,9/5/2007 14:13,37.55700771,-77.45388655
7001582,Central Virginia Food Bank,6563: Community food services,2730: Warehouse structure,georgeae,9/5/2007 14:13,37.56647065,-77.45574095
7001600,Brookhill Azalea Shopping Center,2000: General sales or services,9000: No structure,georgeae,9/5/2007 14:09,37.59887569,-77.45613533
7001440,Union PSCE Tennis Courts,"5300: Amusement, sports, or recreation establishment",6982: Tennis courts,georgeae,9/5/2007 14:06,37.57676532,-77.4504588
7001441,Union PSCE Soccer Fields,"5300: Amusement, sports, or recreation establishment",6980: Other installed recreational or athletic equipment,georgeae,9/5/2007 14:06,37.57615793,-77.45068799
